"2017-01-18 11:54:20 [main] INFO  c.m.c.controller.ContactControllerIT - Starting ContactControllerIT on aleksandrk with PID 1452 (started by AleksandrK in C:\Documents and Settings\aleksandrk\workspace\contactbook)
""2017-01-18 16:15:57 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.mental.contactbook.dao.impl.ContactDaoImplIT]: no resource found for suffixes {-context.xml, Context.groovy}.
""2017-01-18 16:15:57 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
""2017-01-18 16:15:57 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@9469b8, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@8efdc, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@1272109, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1696551, org.springframework.test.context.transaction.TransactionalTestExecutionListener@8d0e6d, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@1e66b2f, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@1273273, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@1f69e2b, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@184169e, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@1f1bb92, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@16bbd35, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@5d6175]
""2017-01-18 16:15:57 [main] INFO  c.m.c.dao.impl.ContactDaoImplIT - Starting ContactDaoImplIT on aleksandrk with PID 5688 (started by AleksandrK in C:\Documents and Settings\aleksandrk\workspace\contactbook)
""2017-01-18 16:15:57 [main] INFO  c.m.c.dao.impl.ContactDaoImplIT - No active profile set, falling back to default profiles: default
""2017-01-18 16:15:58 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cache.annotation.ProxyCachingConfiguration' of type [class org.springframework.cache.annotation.ProxyCachingConfiguration$$EnhancerBySpringCGLIB$$f203d936] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2017-01-18 16:15:58 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [class org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$a8f1a318] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2017-01-18 16:16:01 [main] INFO  c.m.c.dao.impl.ContactDaoImplIT - Started ContactDaoImplIT in 4.516 seconds (JVM running for 23.203)
""2017-01-18 16:16:02 [main] INFO  o.s.jdbc.datasource.init.ScriptUtils - Executing SQL script from class path resource [beforeTestRun.sql]
""2017-01-18 16:16:02 [main] INFO  o.s.jdbc.datasource.init.ScriptUtils - Executed SQL script from class path resource [beforeTestRun.sql] in 15 ms.
""2017-01-18 16:16:02 [main] INFO  c.m.c.dao.impl.ContactDaoImpl - Start to fetch contacts from Cache.
""2017-01-18 16:16:02 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance!
""2017-01-18 16:16:02 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance!
""2017-01-18 16:16:02 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance!
""2017-01-18 16:16:02 [main] INFO  o.s.jdbc.datasource.init.ScriptUtils - Executing SQL script from class path resource [afterTestRun.sql]
""2017-01-18 16:16:02 [main] INFO  o.s.jdbc.datasource.init.ScriptUtils - Executed SQL script from class path resource [afterTestRun.sql] in 16 ms.
"
